   ,DISCODE,DISNAME,OFFICECODE,OFFICENAME,SHOPADDR,BOSS,CITY,POSTCODE,lat,lng
185,1001329,陕西省商洛市闫博,1002,陕西直营办事处,陕西省商洛市通江西路南段（芙华火锅旁）全友家私,闫博,商洛市,726000,33.87389458,109.9268544
186,1001333,陕西省三原县张战娃,1002,陕西直营办事处,陕西咸阳市三原县大庆路中段县工商局对面,张战娃,610400,718000,34.70321163,108.9806999
187,1001335,（陕西办）甘肃省秦安县李伏多,1002,陕西直营办事处,甘肃省天水市秦安县大地湾购物广场2楼,李伏多,秦安县,741000,34.95349992,105.6980409
188,1001336,（陕西办）甘肃省天水市李伏多,1002,陕西直营办事处,甘肃省天水市二十里铺地校对面200米,李伏多,天水市秦州区,741000,34.58431942,105.7369316
189,1001337,（陕西办）甘肃省武山县袁荣华,1002,陕西直营办事处,甘肃省天水市武山县毛纺社区内全友库房,袁荣华,武山县,741300,34.68018183,104.8867298
190,1001339,（陕西办）甘肃省甘谷县叶笑军,1002,陕西直营办事处,甘肃省天水市甘谷县油墨南场附近,叶笑军,甘谷县,730000,34.80942055,105.2745318
191,1001343,（陕西办）甘肃省成县李彬彬,1002,陕西直营办事处,甘肃省陇南市成县滨河路成州体育中心,李彬彬,成县,714100,33.75173045,105.7474424
192,1001268,陕西省西安市莲湖区郑杰,1002,陕西直营办事处,陕西西安市太华北路百花门业家具城,郑杰,西安市莲湖区,710000,34.33523059,108.9781855
193,1001314,陕西省勉县李涛,1002,陕西直营办事处,陕西省汉中市勉县三国文化广场汉水怡苑2楼,李涛,610700,724200,33.1600343,106.6966492
194,1001317,陕西省榆林市张子华,1002,陕西直营办事处,陕西省榆林市长城北路万隆家具广场A-7全友家私,张子华,610800,719000,38.3114871,109.7490239
195,1001320,陕西省靖边县杨霞,1002,陕西直营办事处,陕西省榆林市靖边县长庆路王家庙建材市场A座中厅,杨霞,靖边县,710000,37.61885688,108.7946456
196,1003923,陕西省西安市长安区引镇史继峰,1002,陕西直营办事处,陕西省西安市长安区引镇十字全友家居,史继峰,,,34.08287388,109.1138036
197,1003868,陕西省安塞县高华,1002,陕西直营办事处,陕西省延安市安塞县高速路口全友家居,高华,,,36.92691988,109.1706815
198,1003736,陕西省黄陵县张建军,1002,陕西直营办事处,陕西省延安市黄陵县陆宝苑负一楼,张建军,,,35.59133078,109.2596522
199,1003711,陕西省凤县唐文才,1002,陕西直营办事处,陕西省宝鸡市凤县安信建材市场三楼全友家居,唐文才,,,33.99325178,106.766104
200,1003920,陕西省定边县封祖斌,1002,陕西直营办事处,陕西省榆林市定边县创业五路汇美万家家居建材城1号厅C区1号,封祖斌,,,37.38879113,107.7542931
201,1003890,陕西省渭南市合阳县张晓平,1002,陕西直营办事处,陕西省渭南市合阳县凤凰西路与解放路十字西北角景悦大厦,张晓平,,,35.2460941,110.1595435
202,1003565,【定制销售本部】陕西省宝鸡市杨艳萍,1002,陕西直营办事处,陕西省宝鸡市汽车东站国艺建材城,杨艳萍,,,34.36408081,107.1706455
203,1003613,【定制销售本部】陕西省西安市居然之家鹿忠发,1002,陕西直营办事处,陕西省西安市灞桥区砚湾村,鹿忠发,,,34.31168608,109.1438
204,1003591,陕西省彬县赵计五,1002,陕西直营办事处,陕西省彬县公刘街紫金城3楼,赵计五,,,35.03935038,108.1005747
205,1003684,陕西省甘泉县刘翠翠,1002,陕西直营办事处,陕西省延安市甘泉县城南加油站旁,刘翠翠,,,36.35354417,109.1822391
206,1003723,陕西省西安市阎良区田春彦,1002,陕西直营办事处,陕西省西安市石化大道北玉丰东口,田春彦,,,34.33481476,108.9227983
207,1003157,陕西省安康市恒口镇何向菊,1002,陕西直营办事处,陕西省安康市恒口镇恒大路口铁道向北10米,何向菊,,,32.74356768,108.7750824
208,1003321,【定制销售本部】陕西省延安市曹琬婷,1002,陕西直营办事处,陕西省延安市宝塔区伊家沟天宝家天下,曹琬婷,,,36.57599249,109.6486022
209,1003443,【定制销售本部】陕西省合阳县左辉,1002,陕西直营办事处,陕西省渭南市合阳县解放南路延伸段,左辉,,,35.23301827,110.1557181
210,1003452,陕西省旬邑县刘炜,1002,陕西直营办事处,陕西省旬邑县阳光大道阳光建材城全友家居,刘炜,,,35.21683206,108.4941254
211,1003480,陕西省汉中市王丹琪,1002,陕西直营办事处,陕西省汉中市汉台区盛隆家具城,王丹琪,,,33.08212999,107.0615712
212,1002385,陕西省洛川县董延锋,1002,陕西直营办事处,陕西省洛川县老广场全友家私,董延锋,,,35.77265642,109.4419728
213,1002527,陕西省旬阳县梁芳,1002,陕西直营办事处,陕西省安康市旬阳县丰景家园3号楼,梁芳,,,32.90207699,109.4235799
214,1002947,陕西省白水县郭永刚,1002,陕西直营办事处,陕西省渭南市白水县东风街东段,郭永刚,,,35.18597344,109.6120443
215,1002677,陕西省安康市陈家林,1002,陕西直营办事处,陕西省安康市香溪大道,陈家林,,,32.68315087,109.0394732
216,1002769,陕西省宝鸡市陈仓区虢镇严巧兰,1002,陕西直营办事处,陕西省宝鸡市陈仓区虢镇西大街113号,严巧兰,,,34.35959134,107.3887195
217,1002887,陕西省洋县岳保明,1002,陕西直营办事处,陕西省汉中市洋县北环东路书苑中学对面,岳保明,,,33.23350454,107.5602588
218,1002889,陕西省西安市户县李华,1002,陕西直营办事处,陕西省西安市户县南关综合市场8号,李华,,,34.00383365,108.5924813
219,1002591,陕西省西安市大明宫许竞友,1002,陕西直营办事处,陕西省西安市大明宫建材市场,许竞友,,,34.31407896,108.9828237
220,1002924,陕西省宝鸡市千阳县任德忠,1002,陕西直营办事处,陕西省宝鸡市千阳县人民路西段尚品美家全友家居,任德忠,,,34.76695149,107.177974
221,1002117,（陕西办）甘肃省徽县丁晓峰,1002,陕西直营办事处,甘肃省陇南市徽县建新路邮政宾馆对面,丁晓峰,徽县,742300,33.77648926,106.089025
222,1002258,陕西省宁强县孟友龙,1002,陕西直营办事处,陕西省汉中市宁强县环城路南段全友家私,孟友龙,,,32.91418326,106.140871
223,1002285,（陕西办）甘肃省西和县柳国光,1002,陕西直营办事处,甘肃省陇南市西和县昌盛家具城,柳国光,,,34.02825835,105.3067265
224,1002232,陕西省汉阴县代新波,1002,陕西直营办事处,陕西省安康市汉阴县城南新区全友家私,代新波,,,33.04646191,108.2529781
225,1002281,陕西省宜川县吕旭红,1002,陕西直营办事处,陕西省宜川县南关俭新村全友家私,吕旭红,,,36.07113938,110.1911266
226,1002193,陕西省石泉县李毕,1002,陕西直营办事处,陕西省安康市石泉县大唐水电站旁全友家私,李毕,,,33.04646191,108.2529781
227,1002075,陕西省长武县刘炜,1002,陕西直营办事处,陕西省咸阳市长武县体育场向东200米全友家居,刘炜,长武县,713600,35.17058169,107.8347997
228,1001984,陕西省咸阳市寇文才,1002,陕西直营办事处,陕西省西安市石化大道北玉丰东口,寇文才,咸阳市,720000,34.33481476,108.9227983
229,1001756,陕西省洛南县郑永桂,1002,陕西直营办事处,陕西省商洛市洛南县金三角家居广场,郑永桂,洛南县,726100,34.10252626,110.1676071
230,1001881,陕西省紫阳县张尔武,1002,陕西直营办事处,紫阳县粮贸公司负一楼,张尔武,紫阳县,725300,32.44894219,108.4448257
231,1001889,陕西省镇安县何长智,1002,陕西直营办事处,镇安县县河新城区,何长智,镇安县,711500,33.42095957,109.1653085
232,1001890,陕西省平利县李亚明,1002,陕西直营办事处,平利县吉阳路初级中学对面,李亚明,平利县,725500,32.39464795,109.3729279
233,1002115,陕西省米脂县安进,1002,陕西直营办事处,陕西省榆林市米脂县旧操场,安进,米脂县,718100,37.82852939,110.186901
234,1002782,陕西省咸阳市杨陵区何世宗,1002,陕西直营办事处,陕西省咸阳市杨陵区锦林家具城3楼,何世宗,,,34.29019872,108.058738
235,1001269,陕西省西安市新城区田春彦,1002,陕西直营办事处,陕西西安市韩森寨建材家具市场2楼,田春彦,西安市新城区,710000,34.26290659,109.0206465
236,1001271,陕西省西安市未央区武江丽,1002,陕西直营办事处,陕西省西安市经九路西部家具城,武江丽,西安市雁塔区,710054,34.23729175,108.9884259
237,1001274,陕西省西安市临潼区李保利,1002,陕西直营办事处,陕西省西安市临潼区人民西路建材市场前排全友家私,李保利,西安市临潼区,710000,34.38202762,109.2091082
238,1001276,陕西省周至县王光秋,1002,陕西直营办事处,陕西省周至县汽车站十字西南角全友家居,王光秋,周至县,710400,34.07221639,108.0508641
239,1001279,陕西省高陵县泾渭镇杨道勇,1002,陕西直营办事处,陕西省西安市高陵县泾渭镇陕汽大道九州商场2楼,杨道勇,高陵县泾渭镇,712201,34.45015628,108.9936146
240,1001280,陕西省铜川市肖文,1002,陕西直营办事处,陕西省铜川市七一路20号全友家私专卖店,肖文,铜川市,45100,35.08118431,109.0967702
241,1001281,陕西省宝鸡市魏强,1002,陕西直营办事处,陕西省宝鸡市公园南路向南王家河一组,魏强,宝鸡市,721000,34.35968972,107.1555609
242,1001282,陕西省凤翔县曹刚,1002,陕西直营办事处,陕西省宝鸡市凤翔县东关城外城家具城,曹刚,凤翔县,710000,34.52636006,107.4180195
243,1001284,陕西省眉县王冰侠,1002,陕西直营办事处,陕西省眉县姜眉路全友家居库房,王冰侠,眉县,722405,34.15053993,107.833844
244,1001285,陕西省扶风县马晓文,1002,陕西直营办事处,陕西省宝鸡市扶风县新区全友家私,马晓文,扶风县,710025,34.37988352,107.8980496
245,1001291,陕西省乾县畅玲,1002,陕西直营办事处,陕西省咸阳市乾县东新街天源家具城,畅玲,乾县,713600,34.53286548,108.2588218
246,1001292,陕西省礼泉县刘华,1002,陕西直营办事处,陕西省咸阳市礼泉县汤房森康家具城一楼全友家私,刘华,礼泉县,712400,34.48277553,108.4330224
247,1001293,陕西省武功县郭希信,1002,陕西直营办事处,陕西省武功县邰城路中段全友家居,郭希信,武功县,712200,34.26570105,108.2186868
248,1001294,陕西省兴平市金林中,1002,陕西直营办事处,陕西省咸阳市兴平市槐里路世纪方圆家具广场,金林中,兴平市,723000,34.30124128,108.484686
249,1001295,陕西省渭南市于红迎,1002,陕西直营办事处,陕西省渭南市开泰家具城2楼全友店,于红迎,渭南市,714000,34.50235798,109.4839327
250,1001296,陕西省华县郑华松,1002,陕西直营办事处,陕西省渭南市华县新华西路全友家私,郑华松,华县,714100,34.51566634,109.7648979
251,1001297,陕西省潼关县冯文正,1002,陕西直营办事处,陕西省渭南市潼关县和平路北段友谊家具城,冯文正,潼关县,714300,34.55475941,110.2549219
252,1001298,陕西省大荔县刘月芳,1002,陕西直营办事处,陕西省渭南市大荔县长城家具城全友店,刘月芳,大荔县 ,715100,34.79684037,110.0119495
253,1001300,陕西省澄城县张向红,1002,陕西直营办事处,陕西省渭南市澄城县中心街十字,张向红,澄城县,715200,35.22256449,109.9016052
254,1001301,陕西省蒲城县郭全顺,1002,陕西直营办事处,陕西省渭南市蒲城县延安路民生家具城全友店,郭全顺,蒲城县,715500,34.96413472,109.5887581
255,1001302,陕西省富平县卫宁合,1002,陕西直营办事处,陕西省渭南市富平县车站大街富一方购物家居广场二楼,卫宁合,610500,714100,34.75165163,109.1790326
256,1001304,陕西省韩城市张晓平,1002,陕西直营办事处,陕西省渭南市韩城市乔南东路阳山庄家居建材城,张晓平,韩城市,715400,35.48436322,110.4686407
257,1001305,陕西省延安市张晓红,1002,陕西直营办事处,陕西省延安市南桥家和家具城二楼,张晓红,延安市,713600,36.58340057,109.494492
258,1001306,陕西省延长县梁海军,1002,陕西直营办事处,陕西省延安市延长县张家园子东征广场全友家居,梁海军,延长县,717100,36.5796614,110.0160657
259,1001307,陕西省延川县高拥军,1002,陕西直营办事处,陕西省延安市延川县河东街金美隆居家易三楼,高拥军,延川县,717200,36.88521624,110.2014639
260,1003751,（河北办）天津市宁河县丰台镇朱贺昌,1003,河北直营办事处,天津市宁河县丰台镇后棘坨村丰李路后棘小学东50米,朱贺昌,,,39.57420682,117.8131955
261,1003803,河北省平山县刘丽丽,1003,河北直营办事处,河北省石家庄市平山县城冶河东路金源家具城,刘丽丽,,,38.26243014,114.2116708
262,1003943,河北省涞源县高天军,1003,河北直营办事处,河北省涞源县景秀街全友家居,高天军,,,39.35449541,114.7024368
263,1003825,河北省保定市白沟新城刘国锋,1003,河北直营办事处,河北省保定市白沟新城友谊路142号,刘国锋,,,39.12422962,116.0401016
264,1003769,（河北办）北京市大兴区程德福,1003,河北直营办事处,北京市大兴区黄村镇三中西巷康馨园家具城,程德福,,,39.74853611,116.3469677
265,1003790,河北省玉田县姜云亮,1003,河北直营办事处,河北省玉田县车管所北200米全友仓库,姜云亮,,,39.81884336,117.7347526
266,1003791,河北省晋州市总十庄镇李阳,1003,河北直营办事处,河北省晋州市总十庄镇衡井红绿灯东行100米路南,李阳,,,37.9911451,115.0917383
267,1003822,天津市宝坻区张国敬,1003,河北直营办事处,天津市宝坻区建设路东段地税局斜对面,张国敬,,,39.72335854,117.3286355
268,1003887,（河北办）天津市宁河县朱洪昌,1003,河北直营办事处,天津市宁河县205国道贸易开发区集市场西200米,朱洪昌,,,39.381561,117.689424
269,1003697,【定制销售本部】河北省承德市郭雪梅,1003,河北直营办事处,河北省承德市承德县下板城康宁路苍枝旅馆,郭雪梅,,,40.77459284,118.1802788
270,1003717,（河北办）内蒙古丰镇市李守文,1003,河北直营办事处,内蒙古乌兰察布市丰镇市百姓超市2楼,李守文,,,40.55833603,113.3086765
